,threshold,sample,iou,intersection,union,gt_area,segmentation_area,gt_x_center,gt_y_center,segmentation_x_center,segmentation_y_center,x_distance,y_distance,euclidean_distance,x_size,y_size
37,0.1,0213.jpg,0.0,0,803,803,0,592.0,325.0,,,,,,1024,1024
38,0.1,0487.jpg,0.840577979460234,7039,8374,7056,8357,485.0,469.0,486.0,470.0,-1.0,-1.0,1.4142135623730951,1024,1024
39,0.1,0021.jpg,0.0,0,2879,2806,73,541.0,388.0,488.0,196.0,53.0,192.0,199.1808223700264,1024,1024
40,0.1,0644.jpg,0.6469614174532208,3907,6039,4651,5295,506.0,479.0,498.0,485.0,8.0,-6.0,10.0,1024,1024
41,0.1,0647.jpg,0.784468479002241,8051,10263,8080,10234,508.0,522.0,507.0,528.0,1.0,-6.0,6.082762530298219,1024,1024
42,0.1,0150.jpg,0.8318154219793564,2740,3294,2821,3213,510.0,517.0,508.0,518.0,2.0,-1.0,2.23606797749979,1024,1024
43,0.1,0621.jpg,0.6711330049261084,6812,10150,6818,10144,521.0,526.0,513.0,536.0,8.0,-10.0,12.806248474865697,1024,1024
44,0.1,0594.jpg,0.8157276995305164,25020,30672,29585,26107,538.0,484.0,537.0,494.0,1.0,-10.0,10.04987562112089,1024,1024
45,0.1,0175.jpg,0.7269850402761795,2527,3476,2527,3476,530.0,552.0,530.0,553.0,0.0,-1.0,1.0,1024,1024
46,0.1,0110.jpg,0.8508804795803672,2271,2669,2284,2656,460.0,492.0,461.0,493.0,-1.0,-1.0,1.4142135623730951,1024,1024
47,0.1,0491.jpg,0.6700175275801629,12997,19398,14136,18259,466.0,575.0,468.0,585.0,-2.0,-10.0,10.198039027185569,1024,1024
48,0.1,0669.jpg,0.0,0,3000,3000,0,522.0,496.0,,,,,,1024,1024
49,0.1,0381.jpg,0.7685452793834296,12764,16608,12959,16413,463.0,447.0,465.0,432.0,-2.0,15.0,15.132745950421556,1024,1024
50,0.1,0577.jpg,0.5233706054195628,20782,39708,29915,30575,429.0,484.0,454.0,544.0,-25.0,-60.0,65.0,1024,1024
51,0.1,0584.jpg,0.9245197027064928,26371,28524,27288,27607,454.0,561.0,454.0,559.0,0.0,2.0,2.0,1024,1024
52,0.1,0062.jpg,0.0,0,977,977,0,460.0,450.0,,,,,,1024,1024
53,0.1,0733.jpg,0.6778318026292094,7528,11106,7607,11027,507.0,527.0,453.0,454.0,54.0,73.0,90.80198235721508,1024,1024
54,0.1,0684.jpg,0.0,0,5641,5641,0,545.0,521.0,,,,,,1024,1024
55,0.1,0336.jpg,0.7678069740538754,13938,18153,15098,16993,595.0,530.0,596.0,542.0,-1.0,-12.0,12.041594578792296,1024,1024
56,0.1,0480.jpg,0.8784442560406952,8289,9436,8616,9109,511.0,466.0,513.0,464.0,-2.0,2.0,2.8284271247461903,1024,1024
57,0.1,0304.jpg,0.4208469055374593,646,1535,959,1222,507.0,489.0,434.0,517.0,73.0,-28.0,78.18567643756751,1024,1024
58,0.1,0378.jpg,0.763978494623656,8526,11160,8611,11075,517.0,492.0,521.0,491.0,-4.0,1.0,4.123105625617661,1024,1024
59,0.1,0059.jpg,0.0,0,729,729,0,567.0,482.0,,,,,,1024,1024
60,0.1,0083.jpg,0.7513698630136987,2194,2920,2256,2858,524.0,450.0,521.0,442.0,3.0,8.0,8.54400374531753,1024,1024
61,0.1,0191.jpg,0.0,0,2613,2613,0,518.0,555.0,,,,,,1024,1024
62,0.1,0037.jpg,0.33035935563816604,2666,8070,2896,7840,526.0,498.0,714.0,396.0,-188.0,102.0,213.88782106515555,1024,1024
63,0.1,0377.jpg,0.874233345082834,12401,14185,12561,14025,491.0,410.0,492.0,413.0,-1.0,-3.0,3.1622776601683795,1024,1024
64,0.1,0617.jpg,0.15149921094160967,576,3802,1009,3369,504.0,548.0,672.0,775.0,-168.0,-227.0,282.4057364856458,1024,1024
65,0.1,0527.jpg,0.001922722364158348,146,75934,75870,210,439.0,561.0,328.0,543.0,111.0,18.0,112.44998888394787,1024,1024
66,0.1,0071.jpg,0.737410071942446,2665,3614,2711,3568,409.0,493.0,437.0,520.0,-28.0,-27.0,38.897300677553446,1024,1024
67,0.1,0043.jpg,0.7579551382368284,1453,1917,1764,1606,505.0,432.0,504.0,437.0,1.0,-5.0,5.0990195135927845,1024,1024
68,0.1,0018.jpg,0.706819866567828,1907,2698,1908,2697,462.0,446.0,461.0,449.0,1.0,-3.0,3.1622776601683795,1024,1024
69,0.1,0585.jpg,0.8323181343543334,19130,22984,21199,20915,468.0,602.0,469.0,613.0,-1.0,-11.0,11.045361017187261,1024,1024
70,0.1,0687.jpg,0.18135158254918735,1272,7014,6832,1454,555.0,467.0,560.0,489.0,-5.0,-22.0,22.561028345356956,1024,1024
71,0.1,0540.jpg,0.7094984564449018,31716,44702,44384,32034,514.0,561.0,498.0,543.0,16.0,18.0,24.08318915758459,1024,1024
72,0.1,0001.jpg,0.6394492475184118,1997,3123,1997,3123,520.0,516.0,520.0,509.0,0.0,7.0,7.0,1024,1024
73,0.1,0174.jpg,0.8153583617747441,2389,2930,2416,2903,503.0,526.0,506.0,527.0,-3.0,-1.0,3.1622776601683795,1024,1024
74,0.1,0103.jpg,0.6497791634190699,2501,3849,2564,3786,532.0,487.0,535.0,493.0,-3.0,-6.0,6.708203932499369,1024,1024
75,0.1,0076.jpg,0.6925775978407558,2566,3705,2569,3702,510.0,451.0,510.0,455.0,0.0,-4.0,4.0,1024,1024
76,0.1,0450.jpg,0.7584500778296642,13643,17988,13644,17987,491.0,556.0,492.0,557.0,-1.0,-1.0,1.4142135623730951,1024,1024
77,0.1,0729.jpg,0.6547783933518005,5673,8664,5681,8656,581.0,526.0,586.0,531.0,-5.0,-5.0,7.0710678118654755,1024,1024
78,0.1,0068.jpg,0.8171080887616321,2283,2794,2283,2794,543.0,430.0,543.0,432.0,0.0,-2.0,2.0,1024,1024
79,0.1,0183.jpg,0.8562953197099539,2598,3034,2610,3022,502.0,564.0,501.0,564.0,1.0,0.0,1.0,1024,1024
80,0.1,0550.jpg,0.33070452155625657,13209,39942,36378,16773,515.0,495.0,542.0,574.0,-27.0,-79.0,83.48652585896721,1024,1024
81,0.1,0672.jpg,0.014724829744156084,80,5433,5433,80,543.0,478.0,505.0,481.0,38.0,-3.0,38.118237105091836,1024,1024
82,0.1,0710.jpg,0.8763980498996272,9168,10461,9337,10292,520.0,535.0,519.0,534.0,1.0,1.0,1.4142135623730951,1024,1024
83,0.1,0134.jpg,0.7117476432197244,1963,2758,2386,2335,557.0,539.0,558.0,536.0,-1.0,3.0,3.1622776601683795,1024,1024
84,0.1,0578.jpg,0.8892887993089548,30885,34730,31009,34606,504.0,443.0,510.0,449.0,-6.0,-6.0,8.48528137423857,1024,1024
85,0.1,0675.jpg,0.7968821119708693,7003,8788,7689,8102,426.0,536.0,419.0,536.0,7.0,0.0,7.0,1024,1024
86,0.1,0374.jpg,0.0,0,13754,13673,81,519.0,397.0,246.0,918.0,273.0,-521.0,588.192145476289,1024,1024
87,0.1,0086.jpg,0.4069600230083405,1415,3477,1415,3477,457.0,540.0,456.0,551.0,1.0,-11.0,11.045361017187261,1024,1024
88,0.1,0749.jpg,0.6229567744278969,1715,2753,1731,2737,571.0,533.0,567.0,536.0,4.0,-3.0,5.0,1024,1024
89,0.1,0258.jpg,0.3793755912961211,1203,3171,1470,2904,527.0,485.0,520.0,489.0,7.0,-4.0,8.06225774829855,1024,1024
90,0.1,0087.jpg,0.5282719186785261,1663,3148,2479,2332,418.0,591.0,411.0,595.0,7.0,-4.0,8.06225774829855,1024,1024
91,0.1,0431.jpg,0.8359933120535036,11000,13158,11022,13136,579.0,538.0,578.0,535.0,1.0,3.0,3.1622776601683795,1024,1024
92,0.1,0015.jpg,0.659079539769885,2635,3998,2662,3971,560.0,457.0,564.0,460.0,-4.0,-3.0,5.0,1024,1024
93,0.1,0460.jpg,0.1883696262556935,3019,16027,7117,11929,536.0,505.0,565.0,494.0,-29.0,11.0,31.016124838541646,1024,1024
94,0.1,0626.jpg,0.16546953977121576,622,3759,1138,3243,496.0,531.0,392.0,414.0,104.0,117.0,156.54072952429985,1024,1024
95,0.1,0535.jpg,0.31418952208901296,19131,60890,60514,19507,544.0,509.0,489.0,538.0,55.0,-29.0,62.177166226839255,1024,1024
96,0.1,0187.jpg,0.4462749405088779,2438,5463,2438,5463,550.0,507.0,538.0,509.0,12.0,-2.0,12.165525060596439,1024,1024
97,0.1,0094.jpg,0.8333887595610243,2506,3007,2680,2833,490.0,569.0,487.0,571.0,3.0,-2.0,3.605551275463989,1024,1024
98,0.1,0141.jpg,0.6946494464944649,3012,4336,3012,4336,502.0,538.0,508.0,542.0,-6.0,-4.0,7.211102550927978,1024,1024
99,0.1,0372.jpg,0.9271565157677882,17552,18931,18202,18281,429.0,518.0,429.0,519.0,0.0,-1.0,1.0,1024,1024
100,0.1,0605.jpg,0.0,0,58833,58833,0,547.0,685.0,,,,,,1024,1024
101,0.1,0620.jpg,0.0,0,11065,944,10121,492.0,524.0,545.0,913.0,-53.0,-389.0,392.5939378034256,1024,1024
102,0.1,0052.jpg,0.8455483170466884,3115,3684,3166,3633,455.0,541.0,456.0,544.0,-1.0,-3.0,3.1622776601683795,1024,1024
103,0.1,0609.jpg,0.5230352303523035,4439,8487,7825,5101,525.0,506.0,523.0,483.0,2.0,23.0,23.08679276123039,1024,1024
104,0.1,0063.jpg,0.0,0,780,780,0,651.0,516.0,,,,,,1024,1024
105,0.1,0281.jpg,0.75,1386,1848,1412,1822,492.0,524.0,491.0,527.0,1.0,-3.0,3.1622776601683795,1024,1024
106,0.1,0517.jpg,0.2712128528159431,12357,45562,45408,12511,454.0,635.0,496.0,581.0,-42.0,54.0,68.41052550594829,1024,1024
107,0.1,0648.jpg,0.7038738738738739,7813,11100,7813,11100,498.0,524.0,497.0,532.0,1.0,-8.0,8.06225774829855,1024,1024
108,0.1,0113.jpg,0.6251394570472295,3362,5378,3363,5377,498.0,571.0,499.0,584.0,-1.0,-13.0,13.038404810405298,1024,1024
109,0.1,0398.jpg,0.8376103469513447,8160,9742,8193,9709,414.0,522.0,417.0,520.0,-3.0,2.0,3.605551275463989,1024,1024
110,0.1,0559.jpg,0.22405568707819512,6341,28301,27648,6994,550.0,640.0,544.0,720.0,6.0,-80.0,80.22468448052632,1024,1024
111,0.1,0456.jpg,0.7195535180386685,7220,10034,7749,9505,407.0,522.0,411.0,507.0,-4.0,15.0,15.524174696260024,1024,1024
112,0.1,0735.jpg,0.4399742812528704,4790,10887,8008,7669,475.0,506.0,410.0,563.0,65.0,-57.0,86.45229898620394,1024,1024
113,0.1,0441.jpg,0.809806508355321,11049,13644,11105,13588,631.0,503.0,637.0,496.0,-6.0,7.0,9.219544457292887,1024,1024
114,0.1,0463.jpg,0.14627514953779228,4573,31263,11491,24345,459.0,464.0,492.0,338.0,-33.0,126.0,130.24976007655445,1024,1024
115,0.1,0453.jpg,0.7333380005600673,10475,14284,10628,14131,401.0,491.0,417.0,444.0,-16.0,47.0,49.64876634922564,1024,1024
116,0.1,0599.jpg,0.5649701368845198,19770,34993,32625,22138,470.0,578.0,472.0,616.0,-2.0,-38.0,38.05259518088089,1024,1024
117,0.1,0764.jpg,0.0,0,860,860,0,576.0,460.0,,,,,,1024,1024
118,0.1,0078.jpg,0.7563258232235702,2182,2885,2276,2791,518.0,503.0,521.0,508.0,-3.0,-5.0,5.830951894845301,1024,1024
119,0.1,0619.jpg,0.3641612670986321,25291,69450,69117,25624,544.0,625.0,513.0,575.0,31.0,50.0,58.83026432033091,1024,1024
120,0.1,0182.jpg,0.797317436661699,3745,4697,3779,4663,541.0,494.0,539.0,493.0,2.0,1.0,2.23606797749979,1024,1024
121,0.1,0282.jpg,0.0,0,4088,1624,2464,520.0,472.0,938.0,160.0,-418.0,312.0,521.6013803662717,1024,1024
122,0.1,0493.jpg,0.9033120579610143,10473,11594,10581,11486,552.0,493.0,554.0,492.0,-2.0,1.0,2.23606797749979,1024,1024
123,0.1,0747.jpg,0.0,0,1633,1566,67,590.0,477.0,852.0,140.0,-262.0,337.0,426.86414700698396,1024,1024
124,0.1,0120.jpg,0.8418491484184915,2076,2466,2103,2439,445.0,544.0,447.0,546.0,-2.0,-2.0,2.8284271247461903,1024,1024
125,0.1,0523.jpg,0.9216022472320011,50525,54823,53165,52183,529.0,471.0,530.0,471.0,-1.0,0.0,1.0,1024,1024
126,0.1,0430.jpg,0.6998697916666666,4300,6144,4399,6045,574.0,539.0,560.0,523.0,14.0,16.0,21.2602916254693,1024,1024
127,0.1,0070.jpg,0.7432610124917817,2261,3042,2367,2936,531.0,540.0,533.0,540.0,-2.0,0.0,2.0,1024,1024
128,0.1,0689.jpg,0.11659244033344753,1021,8757,8010,1768,605.0,491.0,642.0,375.0,-37.0,116.0,121.75795661885921,1024,1024
129,0.1,0554.jpg,0.29329123457505357,10125,34522,33982,10665,489.0,697.0,477.0,761.0,12.0,-64.0,65.11528238439882,1024,1024
130,0.1,0036.jpg,0.6519379844961241,2523,3870,2527,3866,467.0,446.0,475.0,441.0,-8.0,5.0,9.433981132056603,1024,1024
131,0.1,0354.jpg,0.4923859699769053,13645,27712,14412,26945,571.0,450.0,640.0,450.0,-69.0,0.0,69.0,1024,1024
132,0.1,0189.jpg,0.814875491480996,2487,3052,2556,2983,523.0,509.0,525.0,510.0,-2.0,-1.0,2.23606797749979,1024,1024
133,0.1,0768.jpg,0.9216204315279612,4186,4542,4392,4336,592.0,468.0,593.0,468.0,-1.0,0.0,1.0,1024,1024
134,0.1,0717.jpg,0.7183202877089063,6791,9454,7008,9237,488.0,479.0,485.0,489.0,3.0,-10.0,10.44030650891055,1024,1024
135,0.1,0494.jpg,0.8534708326920117,11090,12994,11351,12733,601.0,509.0,601.0,510.0,0.0,-1.0,1.0,1024,1024
136,0.1,0121.jpg,0.8465889006716154,2395,2829,2491,2733,510.0,532.0,508.0,534.0,2.0,-2.0,2.8284271247461903,1024,1024
137,0.1,0084.jpg,0.7322715206674251,1931,2637,2084,2484,515.0,538.0,518.0,539.0,-3.0,-1.0,3.1622776601683795,1024,1024
138,0.1,0396.jpg,0.8746336698143927,10744,12284,10781,12247,507.0,532.0,508.0,532.0,-1.0,0.0,1.0,1024,1024
139,0.1,0370.jpg,0.3057485786481364,1936,6332,6305,1963,560.0,531.0,561.0,559.0,-1.0,-28.0,28.0178514522438,1024,1024
140,0.2,0766.jpg,0.2878457669740151,1717,5965,5712,1970,639.0,448.0,633.0,468.0,6.0,-20.0,20.8806130178211,1024,1024
141,0.2,0485.jpg,0.6324311261478975,10468,16552,10949,16071,486.0,550.0,481.0,557.0,5.0,-7.0,8.602325267042627,1024,1024
142,0.2,0674.jpg,0.5996439301212863,5389,8987,6158,8218,532.0,456.0,538.0,471.0,-6.0,-15.0,16.15549442140351,1024,1024
143,0.2,0417.jpg,0.8882798485150488,8913,10034,9470,9477,551.0,502.0,551.0,498.0,0.0,4.0,4.0,1024,1024
144,0.2,0136.jpg,0.6699453551912569,2452,3660,2822,3290,523.0,515.0,515.0,517.0,8.0,-2.0,8.246211251235321,1024,1024
145,0.2,0570.jpg,0.049882048550338634,1311,26282,25933,1660,415.0,583.0,457.0,668.0,-42.0,-85.0,94.81033698917012,1024,1024
146,0.2,0119.jpg,0.8435619735258725,2103,2493,2184,2412,525.0,514.0,524.0,515.0,1.0,-1.0,1.4142135623730951,1024,1024
147,0.2,0595.jpg,0.9251308472358521,22625,24456,24013,23068,497.0,501.0,497.0,502.0,0.0,-1.0,1.0,1024,1024
148,0.2,0758.jpg,0.616475816099812,3607,5851,3620,5838,607.0,524.0,611.0,528.0,-4.0,-4.0,5.656854249492381,1024,1024
149,0.2,0479.jpg,0.8651029396701834,8446,9763,8673,9536,473.0,460.0,475.0,459.0,-2.0,1.0,2.23606797749979,1024,1024
150,0.2,0330.jpg,0.002794232703699564,50,17894,17885,59,546.0,439.0,585.0,511.0,-39.0,-72.0,81.88406438373708,1024,1024
151,0.2,0379.jpg,0.06766621743036838,1205,17808,17199,1814,540.0,421.0,497.0,403.0,43.0,18.0,46.61544808322666,1024,1024
152,0.2,0443.jpg,0.7996561756149166,6047,7562,6109,7500,548.0,526.0,546.0,528.0,2.0,-2.0,2.8284271247461903,1024,1024
153,0.2,0025.jpg,0.8292263610315186,1447,1745,1548,1644,556.0,429.0,557.0,429.0,-1.0,0.0,1.0,1024,1024
154,0.2,0678.jpg,0.834478021978022,4860,5824,4860,5824,584.0,507.0,584.0,509.0,0.0,-2.0,2.0,1024,1024
155,0.2,0547.jpg,0.7730430754979157,33380,43180,42516,34044,440.0,615.0,436.0,606.0,4.0,9.0,9.848857801796104,1024,1024
156,0.2,0122.jpg,0.8590250329380764,1956,2277,2029,2204,496.0,510.0,496.0,510.0,0.0,0.0,0.0,1024,1024
157,0.2,0465.jpg,0.0007142857142857143,8,11200,11200,8,561.0,507.0,596.0,503.0,-35.0,4.0,35.22782990761707,1024,1024
158,0.2,0163.jpg,0.8236037402072277,3259,3957,3299,3917,526.0,550.0,524.0,551.0,2.0,-1.0,2.23606797749979,1024,1024
159,0.2,0476.jpg,0.8813796067476093,8203,9307,8604,8906,487.0,518.0,487.0,517.0,0.0,1.0,1.0,1024,1024
160,0.2,0763.jpg,0.718003718003718,5021,6993,6802,5212,543.0,546.0,530.0,546.0,13.0,0.0,13.0,1024,1024
161,0.2,0067.jpg,0.0,0,2470,2470,0,601.0,467.0,,,,,,1024,1024
162,0.2,0771.jpg,0.6977470810721921,8486,12162,8965,11683,539.0,570.0,538.0,584.0,1.0,-14.0,14.035668847618199,1024,1024
163,0.2,0714.jpg,0.23451776649746192,1386,5910,5634,1662,538.0,565.0,547.0,586.0,-9.0,-21.0,22.847319317591726,1024,1024
164,0.2,0106.jpg,0.775545549012816,2239,2887,2269,2857,476.0,526.0,480.0,528.0,-4.0,-2.0,4.47213595499958,1024,1024
165,0.2,0440.jpg,0.021035150844173817,76,3613,3522,167,491.0,520.0,517.0,551.0,-26.0,-31.0,40.45985664828782,1024,1024
166,0.2,0468.jpg,0.8576672784915735,10280,11986,11556,10710,435.0,478.0,442.0,481.0,-7.0,-3.0,7.615773105863909,1024,1024
167,0.2,0321.jpg,0.6222162955060675,4666,7499,7146,5019,437.0,398.0,431.0,406.0,6.0,-8.0,10.0,1024,1024
168,0.2,0688.jpg,0.607325242985009,11060,18211,11133,18138,586.0,489.0,580.0,512.0,6.0,-23.0,23.769728648009426,1024,1024
169,0.2,0049.jpg,0.8345833333333333,2003,2400,2023,2380,411.0,544.0,410.0,544.0,1.0,0.0,1.0,1024,1024
170,0.2,0010.jpg,0.5266666666666666,1422,2700,1422,2700,488.0,483.0,488.0,487.0,0.0,-4.0,4.0,1024,1024
171,0.2,0061.jpg,0.0697502116850127,659,9448,949,9158,508.0,494.0,375.0,338.0,133.0,156.0,205.0,1024,1024
172,0.2,0666.jpg,0.0,0,5189,3392,1797,578.0,454.0,527.0,216.0,51.0,238.0,243.402958075698,1024,1024
173,0.2,0323.jpg,0.0,0,10749,10749,0,490.0,428.0,,,,,,1024,1024
174,0.2,0058.jpg,0.7667057444314185,1308,1706,1574,1440,436.0,477.0,434.0,481.0,2.0,-4.0,4.47213595499958,1024,1024
175,0.2,0429.jpg,0.8313368471490177,3470,4174,3500,4144,559.0,537.0,559.0,540.0,0.0,-3.0,3.0,1024,1024
176,0.2,0624.jpg,0.35515122873345933,10521,29624,10722,29423,463.0,540.0,396.0,651.0,67.0,-111.0,129.65338406690356,1024,1024
177,0.2,0213.jpg,0.0,0,803,803,0,592.0,325.0,,,,,,1024,1024
178,0.2,0487.jpg,0.8775790921595599,7018,7997,7056,7959,485.0,469.0,486.0,470.0,-1.0,-1.0,1.4142135623730951,1024,1024
179,0.2,0021.jpg,0.0,0,2807,2806,1,541.0,388.0,500.0,196.0,41.0,192.0,196.32880583347927,1024,1024
180,0.2,0644.jpg,0.6459436379163108,3782,5855,4651,4986,506.0,479.0,498.0,484.0,8.0,-5.0,9.433981132056603,1024,1024
181,0.2,0647.jpg,0.821032072368421,7987,9728,8080,9635,508.0,522.0,508.0,527.0,0.0,-5.0,5.0,1024,1024
182,0.2,0150.jpg,0.8386691776522285,2672,3186,2821,3037,510.0,517.0,508.0,518.0,2.0,-1.0,2.23606797749979,1024,1024
183,0.2,0621.jpg,0.736318407960199,6808,9246,6818,9236,521.0,526.0,516.0,532.0,5.0,-6.0,7.810249675906654,1024,1024
184,0.2,0594.jpg,0.8021635253517387,24174,30136,29585,24725,538.0,484.0,535.0,495.0,3.0,-11.0,11.40175425099138,1024,1024
185,0.2,0175.jpg,0.773492500765228,2527,3267,2527,3267,530.0,552.0,530.0,553.0,0.0,-1.0,1.0,1024,1024
186,0.2,0110.jpg,0.887274155538099,2259,2546,2284,2521,460.0,492.0,461.0,492.0,-1.0,0.0,1.0,1024,1024
187,0.2,0491.jpg,0.6973079448456992,12744,18276,14136,16884,466.0,575.0,467.0,587.0,-1.0,-12.0,12.041594578792296,1024,1024
188,0.2,0669.jpg,0.0,0,3000,3000,0,522.0,496.0,,,,,,1024,1024
189,0.2,0381.jpg,0.8193951898897415,12708,15509,12959,15258,463.0,447.0,466.0,438.0,-3.0,9.0,9.486832980505138,1024,1024
190,0.2,0577.jpg,0.498660493666606,19172,38447,29915,27704,429.0,484.0,456.0,544.0,-27.0,-60.0,65.79513659838392,1024,1024
191,0.2,0584.jpg,0.925056882821388,26020,28128,27288,26860,454.0,561.0,453.0,559.0,1.0,2.0,2.23606797749979,1024,1024
192,0.2,0062.jpg,0.0,0,977,977,0,460.0,450.0,,,,,,1024,1024
193,0.2,0733.jpg,0.7438330170777988,7448,10013,7607,9854,507.0,527.0,468.0,470.0,39.0,57.0,69.06518659932803,1024,1024
194,0.2,0684.jpg,0.0,0,5641,5641,0,545.0,521.0,,,,,,1024,1024
195,0.2,0336.jpg,0.7676376877560309,13492,17576,15098,15970,595.0,530.0,597.0,543.0,-2.0,-13.0,13.152946437965905,1024,1024
196,0.2,0480.jpg,0.8924437650141952,8173,9158,8616,8715,511.0,466.0,513.0,464.0,-2.0,2.0,2.8284271247461903,1024,1024
197,0.2,0304.jpg,0.323036187113857,366,1133,959,540,507.0,489.0,487.0,488.0,20.0,1.0,20.024984394500787,1024,1024
